Country,adaptation_doc,name,subsector_name,title
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,"Water Resource Management 7.6: “Developing pragmatic management plans for transboundary watersheds, which are shared with neighboring countries and not sustainably or effectively protected by political agreements. "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water quality,Water Resource Management 7.4: “Improving the quality of surface and groundwater by enforcing laws to prevent dumping/pollution and/or incentives for cleanup and restoration of watersheds and basins.  
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water supply,Agriculture 3.4: “Use of supplemental irrigation from harvested rainwater in the critical stages of crop growth achieved through on farm rainwater harvesting and management system” (p. 39) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water supply,"Water Resource Management 4.1: “Promote water-harvesting techniques at all levels of economic development and water use (buildings, agriculture, industry, etc…) based on suitable local conditions.” (p. 36) "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water supply,"Water Resource Management 6.4: “Developing supportive tools to provide insight and support advocacy into balancing water demand and supply in a sustainable way using principles of risk, competing uses, water security and assurance of supply "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water supply,"Water Resource Management 7.5: “Ensuring a reliable supply of water to protect and restore critical water-related ecosystems, including forests, wetlands, rivers, aquifers and lakes.  "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,Water Resource Management 1: “Integrating Climate adaptation and resilience in policy and institutional reforms in the water sector” (p. 34) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,Water Resource Management 1.1: “Structural integration of climate change impacts and adaptation in the new National Water Masterplan” (p. 34) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,"Water Resource Management 1.2: “Strengthening the human, technical and administrative capacities of the Climate Change Directorate at Ministry of Water and Irrigation and related Authorities.” (p. 34) "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,Water Resource Management 1.4: “Adopting risk-informed programming as an adaptation planning tool at Ministry of Water level.” (p. 34) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,Water Resource Management 3: “Improving adaptive capacity of water utilities” (p. 35) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,"Water Resource Management 3.1: “Conducting climate-proofing studies for existing water utilities and integration of climate proofing tools for planned water utilities through developing climate resilient water safety plans, Environmental Impact Assessment and other legally binding environmental management tools.” (p. 35) "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,Water Resource Management 3.2: “Creation of map for flash flood prone area as a tool for risk assessment to guide decision makers about the proper location for establishing new water utilities.” (p. 35) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,Water Resource Management 3.5: “Adoption of Climate Resilience Water Safety and Security Planning as a tool to identify adaptation measures at utility level.” (p. 35) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,Water Resource Management 5: “Improving contribution of non-conventional water resources to the national water budget” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,Water Resource Management 6: “Improving rainfall early warning systems and reducing flood risks” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,Water Resource Management 6.1: “Improving meteorological capacities in forecasting of long term and short term weather conditions to enhance decision making regarding managing climate related extreme weather risks.” (p. 37) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water: General,"Water Resource Management 6.3: “Development of flood risks maps for all urban and rural areas in Jordan and identification of hotspots that require continuous monitoring, improved infrastructure and emergency operations. "
Kenya,First Nationally Determined Contribution (NDC),Agriculture,Crops,"Agriculture, livestock development and fisheries: ""Enhance the resilience of the agriculture, livestock and fisheries value chains by promoting climate smart agriculture and livestock development."" (5)"
Kenya,First Nationally Determined Contribution (NDC),Agriculture,Fisheries and aquaculture,"Agriculture, livestock development and fisheries: ""Enhance the resilience of the agriculture, livestock and fisheries value chains by promoting climate smart agriculture and livestock development."" (5)"
Kenya,First Nationally Determined Contribution (NDC),Agriculture,Livestock,"Agriculture, livestock development and fisheries: ""Enhance the resilience of the agriculture, livestock and fisheries value chains by promoting climate smart agriculture and livestock development."" (5)"
Kenya,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Public sector reforms: ""Integrate climate change adaptation into the public sector reforms."" (5)"
Kenya,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Human Resource Development, Labour and Employment: ""Enhance adaptive capacity and resilience of the informal private sector."" (5)"
Kenya,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"Environment: ""Enhance climate information services."" (5)"
Kenya,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Landscape management,"Land Reforms: ""Mainstream climate change adaptation in land reforms."" (5)"
Kenya,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster Risk Management (DRM): General,"Devolution: ""Mainstream climate change adaptation into county integrated development plans and implement the Ending Drought Emergencies Strategy."" (5)"
Kenya,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,"Science, Technology and innovations: ""Support innovation and development of appropriate technologies that promote climate resilient development."" (4)"
